Facility Number,Facility Name,Common Name,Zone,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Registration Number,CTC Number,Latitude,Longitude
103661-5,Luhalanyonga,Hospitali,Lake Zone,Mwanza,Sengerema,Sengerema DC,Irenza,Luharanyonga,Dispensary,Operating,Public - LGA,,,-2.45284,32.30972
103662-3,Luhanga,Luhanga,Lake Zone,Mwanza,Ilemela,Ilemela MC,Ilemela,Kiseke,Dispensary,Operating,Public - LGA,,,-2.47577,32.9361
103664-9,Luhanga TAG,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Mabibo,Mabibo Farasi,Dispensary,Closed,Private - Faith based organization (FBO),,,-6.81474,39.2287
103665-6,Luhangai,Luhangai Dispensary,Southern Zone,Ruvuma,Mbinga,Mbinga TC,Mpepai,Luhangai,Dispensary,Operating,Public - LGA,,,-11.164209,35.108143
103666-4,Luhangarasi,Luhangarasi Dispensary,Southern Zone,Ruvuma,Nyasa,Nyasa DC,Luhangarasi,Luhangarasi,Dispensary,Operating,Public - LGA,,,-11.142,34.984844
111751-4,Luharanyonga,dispensary,Lake Zone,Mwanza,Sengerema,Buchosa DC,Kazunzu,Not set,Dispensary,Operating,Public - LGA,,,-2.452828,32.309749
103668-0,Luhehe,,Southern Zone,Ruvuma,Mbinga,Mbinga TC,Kikolo,Not set,Dispensary,Operating,Public - LGA,,,-11.01295,35.10723
103669-8,Luhimba,,Southern Zone,Ruvuma,Songea,Madaba DC,Mtyangimbole,Luhimba,Dispensary,Operating,Public - LGA,,,-10.4256,35.6841
103672-2,Luhombero RC,Luhombero RC,Eastern Zone,Morogoro,Ulanga,Ulanga DC,Ketaketa,Luhombero,Dispensary,Operating,Private - Faith based organization (FBO),,,-9.05307,36.81865
103673-0,Luhorongoma,,Lake Zone,Mwanza,Sengerema,Buchosa DC,Kafunzo,Luhorongoma,Dispensary,Operating,Public - LGA,,,-2.48201,32.20217
103675-5,Luhundwa,,Central Zone,Dodoma,Mpwapwa,Mpwapwa DC,Luhundwa,Luhundwa,Dispensary,Operating,Public - LGA,,,-6.80211,36.44591
103676-3,Luhunga,Luhunga,Southern Highlands Zone,Iringa,Mufindi,Mufindi DC,Luhunga,Luhunga,Dispensary,Operating,Public - LGA,,11-05-0211,-8.54991,35.4649
110255-7,Luhungo,luhungo,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Mzinga,Not set,Dispensary,Operating,Public - LGA,,,-6.90395,37.6377
103678-9,Luilo,Luilo,Southern Highlands Zone,Njombe,Ludewa,Ludewa DC,Luilo,Luilo,Dispensary,Operating,Private - Faith based organization (FBO),,11-04-0110,-10.39241,34.74428
103679-7,Lukala,Lukala Disp,Southern Zone,Ruvuma,Tunduru,Tunduru DC,Mchesi,Lukala,Dispensary,Operating,Public - LGA,,,-11.52046,37.24258
109701-3,Lukale,,Western Zone,Simiyu,Meatu,Meatu DC,Bukundi,Not set,Dispensary,Pending Operation - Construction Complete,Public,,,-3.66281,34.75674
103680-5,Lukali,Lukali Dispensary,Central Zone,Dodoma,Bahi,Bahi DC,Lamaiti,Lukali,Dispensary,Operating,Public - LGA,,,-5.724434,35.50562
103681-3,Lukande,Lukande,Eastern Zone,Morogoro,Ulanga,Ulanga DC,Lukande,Lukande,Dispensary,Operating,Public - LGA,,,-8.79924,36.83301
103682-1,Lukanga,,Eastern Zone,Pwani,Mkuranga,Mkuranga DC,Lukanga,Lukanga,Dispensary,Operating,Public,,,-7.48048,39.17598
103683-9,Lukange,Lukange,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Kolero,Lukange,Health Center,Operating,Private - Faith based organization (FBO),,,-7.26198,37.74828
103684-7,Lukani,,Northern Zone,Kilimanjaro,Hai,Hai DC,Masama Magharibi,Lukani,Dispensary,Operating,Public - LGA,,,-3.190494,37.149465
103685-4,Lukani,Lukani,Southern Highlands Zone,Iringa,Kilolo,Kilolo DC,Ng'uruhe,Lukani,Dispensary,Operating,Public - LGA,,,-8.07852,35.82793
112074-0,Lukanzauti,Lukanzauti,Southern Zone,Ruvuma,Mbinga,Mbinga DC,Mapera,Lukanzauti,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-11.0735,34.83477
103686-2,Lukarasi,Lukarasi Dispensary,Southern Zone,Ruvuma,Mbinga,Mbinga DC,Lukarasi,Lukarasi,Dispensary,Operating,Public - LGA,,,-10.778962,34.983408
109986-0,Lukasi,Lukasi,Southern Highlands Zone,Mbeya,Rungwe,Busokelo DC,Lwangwa,Lukasi,Dispensary,Operating,Public - LGA,,,-9.25366,33.85977
103689-6,Lukenge,Lukenge,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Mtibwa,Lukenge,Dispensary,Operating,Public - LGA,,,-6.24391,37.63623
103688-8,Lukenge,Lukenge Zahanati,Eastern Zone,Pwani,Kibaha,Kibaha DC,Magindu,Lukenge,Dispensary,Operating,Public - LGA,,,-6.89051,38.33367
112079-9,LUKITI,,Southern Zone,Ruvuma,Mbinga,Mbinga DC,Linda,Lukiti,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-10.80644,34.86315
103690-4,Lukokoda,lukokoda,Southern Zone,Mtwara,Tandahimba,Tandahimba DC,Lukokoda,Lukokoda,Dispensary,Operating,Public - LGA,,,-10.86003,39.54663
103691-2,Lukole,,Central Zone,Dodoma,Mpwapwa,Mpwapwa DC,Kingiti,Kingiti,Dispensary,Operating,Public - LGA,,,-6.59786,36.38401
103692-0,Lukole,Lukole,Lake Zone,Kagera,Ngara,Ngara DC,Kasulo,Not set,Health Center,Operating,Public - LGA,,,-2.57475,30.82845
110324-1,Lukole,Lukole,Northern Zone,Tanga,Kilindi,Kilindi DC,Negero,Lukole,Dispensary,Operating,Public - LGA,,,-5.75919,37.76232
111346-3,Lukozi,Lukozi,Northern Zone,Tanga,Lushoto,Lushoto DC,Lukozi,Lukozi,Dispensary,Operating,Public - LGA,,,-4.66338,38.28648
107151-3,Lukuba,Lukuba,Lake Zone,Kagera,Missenyi,Missenyi DC,Mutukula,Not set,Dispensary,Operating,Private - For Profit,107151-3,18-08-0138,-1.00409,31.41635
103694-6,Lukuledi,Lukuledi,Southern Zone,Mtwara,Masasi,Masasi DC,Lukuledi,Lukuledi'A',Dispensary,Operating,Private - Faith based organization (FBO),,,-10.56354,38.80088
109417-6,Lukululu,Lukululu,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Mlangali,Lukululu,Dispensary,Operating,Public - LGA,,,-9.140495,33.088442
103695-3,Lukumbule,Lukumbule,Southern Zone,Ruvuma,Tunduru,Tunduru DC,Lukumbule,Lukumbule,Dispensary,Operating,Public - LGA,,,-11.5086,37.36804
103696-1,Lukungu,Lukungu,Western Zone,Simiyu,Busega,Busega DC,Lamadi,Lukungu,Health Center,Operating,Public - LGA,106637-2,19-02-0105,-2.22202,33.8605
103697-9,Lukunguni,Lukunguni,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Kikeo,Lukunguni,Dispensary,Operating,Public - LGA,,,-7.1416,37.5058
103698-7,Lukuwi,Lukuwi,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Chanika,Kimwani,Dispensary,Operating,Private - For Profit,72378,,-7.00308,39.077903
103699-5,Lukwego,,Southern Highlands Zone,Mbeya,Kyela,Kyela DC,Lusungo,Lukwego,Dispensary,Operating,Public - LGA,,12-03-0120,-9.498005,33.944064
103700-1,Lula,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Kaengesa,Lula,Dispensary,Operating,Public - LGA,,,-9.083458,36.353014
103701-9,Lulago,Lulago,Northern Zone,Tanga,Kilindi,Kilindi DC,Kilwa,Kwadundwa,Dispensary,Operating,Public - LGA,,,-5.60599,37.49611
111148-3,Lulanzi,,Southern Highlands Zone,Iringa,Kilolo,Kilolo DC,Mtitu,Lulanzi,Dispensary,Operating,Private - Faith based organization (FBO) - Lutheran,,,-7.99047,35.87993
112209-2,Lulasi,Lulasi,Southern Highlands Zone,Mbeya,Rungwe,Busokelo DC,Mpombo,Lulasi,Health Center,Pending Operation - Under Construction,Public - LGA,,,-9.19123,33.75152
103702-7,Lulayu,LULAYU,Western Zone,Simiyu,Bariadi,Bariadi DC,Ikungulyabashashi,Lulayu,Dispensary,Operating,Public - LGA,,,-2.60832,33.90207
103703-5,Lulembela,,Lake Zone,Geita,Mbogwe,Mbogwe DC,Lulembela,Lulembela,Dispensary,Operating,Public - LGA,,,-3.256655,31.903425
103704-3,Lulindi,Lulindi,Southern Zone,Mtwara,Masasi,Masasi DC,Lulindi,Lulindi,Dispensary,Operating,Public - LGA,,09-03-0106,-10.8516,39.1257
103705-0,Lulu,,Northern Zone,Arusha,Arusha,Arusha CC,Sombetini,Simanjiro,Dispensary,Operating,Private - For Profit,23031,,-3.37824,36.6625
103706-8,Lumba Chini,,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Singisa,Lumba Chini,Dispensary,Operating,Public - LGA,,,-7.26667,37.6
103707-6,Lumbiji,Lumbiji mission,Eastern Zone,Morogoro,Kilosa,Kilosa DC,Lumbiji,Lumbiji,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.61667,36.9833
109296-4,Lumbila,Lumbila,Southern Highlands Zone,Njombe,Ludewa,Ludewa DC,Lumbila,Not set,Dispensary,Operating,Public - LGA,,11-04-0108,-9.58707,34.1488
103710-0,Lumeji,Lumeji,Lake Zone,Mwanza,Magu,Magu DC,Sukuma,Lumeji,Dispensary,Operating,Public - LGA,,,-2.63946,33.52291
109775-7,Lumen Cristi,,Northern Zone,Arusha,Arumeru,Meru DC,Maji ya Chai,Imbaseny,Dispensary,Operating,Private - Faith based organization (FBO),,,-3.373329,36.895176
103711-8,Lumesule,,Southern Zone,Mtwara,Nanyumbu,Nanyumbu DC,Lumesule,Lumesule,Dispensary,Operating,Public - LGA,,,-10.917173,38.021806
103713-4,Lumuli,Lumuli Dispensary,Southern Highlands Zone,Iringa,Iringa,Iringa DC,Lumuli,Lumuli,Dispensary,Operating,Public - LGA,,,-8.11356,35.33858
103714-2,Lumuma,Lumuma Dispen,Eastern Zone,Morogoro,Kilosa,Kilosa DC,Lumuma,Lumuma,Dispensary,Operating,Public - LGA,,,-6.81542,36.64858
103715-9,Lumuma RC,,Central Zone,Dodoma,Mpwapwa,Mpwapwa DC,Lumuma,Mafene,Health Center,Operating,Private - Faith based organization (FBO),,,-6.82705,36.61624
103717-5,Lundamatwe,Lundamatwe,Southern Highlands Zone,Iringa,Kilolo,Kilolo DC,Irole,Lundamatwe,Dispensary,Operating,Public - LGA,,,-7.78515,35.81668
103718-3,Lundi,Lundi,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Lundi,Lundi,Dispensary,Operating,Public - LGA,,,-7.0649,37.81803
103719-1,Lundo,Lundo Dispensary,Southern Zone,Ruvuma,Nyasa,Nyasa DC,Lipingo,Lundo,Dispensary,Operating,Public - LGA,,,-11.16363,34.73998
103720-9,Lundu,Lundu Dispensary,Southern Zone,Ruvuma,Nyasa,Nyasa DC,Mbaha,Lundu,Dispensary,Operating,Private - Faith based organization (FBO),,,-10.72021,34.66652
103721-7,Lundumato,Lundumato Dispensary,Southern Zone,Ruvuma,Mbinga,Mbinga DC,Ukata,Ukata,Dispensary,Operating,Private - Faith based organization (FBO),,,-10.851463,34.794581
103724-1,Lung'wa,Lung'wa,Western Zone,Simiyu,Itilima,Itilima DC,Nkuyu,Lung'wa,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-2.82388,34.363
103722-5,Lunguya,Lunguya H/CENTRE,Western Zone,Shinyanga,Kahama,Msalala DC,Lunguya,Lunguya,Health Center,Operating,Public - LGA,,,-3.3828,32.39789
103723-3,Lunguza,Lunguza,Northern Zone,Tanga,Lushoto,Lushoto DC,Lunguza,Lunguza,Dispensary,Operating,Public - LGA,,,-4.50942,38.3926
109911-8,Lungwa,Lungwa,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Isansa,Lungwa,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-8.878528,32.994786
110969-3,Lunyelele Disp,Lunyelele Disp,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Kizwite,Not set,Dispensary,Operating,Private - For Profit,154211,,-7.9862,31.61951
103725-8,Lunyere,,Southern Zone,Ruvuma,Nyasa,Nyasa DC,Tingi,Lunyele,Dispensary,Operating,Public - LGA,,,-11.546661,35.060453
103726-6,Luono,Luono,Central Zone,Singida,Iramba,Iramba DC,Kidaru,Luono,Dispensary,Operating,Public - LGA,,,-4.05091,34.45327
109157-8,Lupa,Lupa disp,Southern Highlands Zone,Mbeya,Chunya,Chunya DC,Lupatingatinga,Lupa,Dispensary,Operating,Public - LGA,,,-8.029755,33.265588
103728-2,Lupalilo,,Southern Highlands Zone,Njombe,Makete,Makete DC,Lupalilo,Lupalilo,Dispensary,Operating,Public - LGA,,,-9.34433,34.1786
103729-0,Lupande,Lupande,Southern Highlands Zone,Njombe,Ludewa,Ludewa DC,Mawengi,Not set,Dispensary,Operating,Public - LGA,,,-9.7946,34.46051
103730-8,Lupanga,Lupanga,Southern Highlands Zone,Njombe,Ludewa,Ludewa DC,Lupanga,Lupanga,Dispensary,Operating,Public - LGA,,,-9.72256,34.48744
103731-6,Lupaso,Lupaso Health Centre,Southern Zone,Mtwara,Masasi,Masasi DC,Lipumburu,Not set,Health Center,Operating,Private,,,-10.94099,38.90046
103732-4,Lupata,Lupata,Southern Highlands Zone,Mbeya,Rungwe,Busokelo DC,Lupata,Lupata,Dispensary,Operating,Public,124031,,-9.300961,33.837438
103736-5,Lupembe,lupembe,Southern Highlands Zone,Njombe,Njombe,Njombe DC,Lupembe,Lupembe,Health Center,Operating,Public - LGA,,11-03-0204,-9.269736,35.239206
103737-3,Lupembelwasenga,Lupembelwasenga,Southern Highlands Zone,Iringa,Iringa,Iringa DC,Lyamgungwe,Lupembe Lwasenga,Dispensary,Operating,Public - LGA,,,-8.02839,35.6748
103738-1,Lupepo,Lupepo,Southern Highlands Zone,Mbeya,Rungwe,Rungwe DC,Nkunga,Lupepo,Dispensary,Operating,Public - LGA,,,-9.229488,33.518297
103739-9,Lupila,,Southern Highlands Zone,Njombe,Makete,Makete DC,Lupila,Lupila,Health Center,Operating,Public - LGA,,,-9.573573,34.347818
111149-1,Lupingu,,Southern Highlands Zone,Iringa,Kilolo,Kilolo DC,Nyalumbu,Ilula Mwaya,Dispensary,Operating,Private - For Profit,111233,,-7.68027,36.03698
103740-7,Lupingu,Lupingu Disp,Southern Highlands Zone,Njombe,Ludewa,Ludewa DC,Lupingu,Lupingu,Dispensary,Operating,Public - LGA,,,-10.7634,34.54138
103741-5,Lupiro,Lupiro,Eastern Zone,Morogoro,Ulanga,Ulanga DC,Lupiro,Lupiro,Health Center,Operating,Public - LGA,,,-8.39296,36.67485
103742-3,Luponde,Luponde Dispensary,Southern Highlands Zone,Njombe,Njombe,Njombe TC,Luponde,Luponde,Dispensary,Operating,Public - Parastatal,,11-03-0203,-9.549512,34.693255
103743-1,Lupondo,,Eastern Zone,Pwani,Mkuranga,Mkuranga DC,Mkamba,Lupondo,Dispensary,Operating,Public,,,-7.4066,39.0403
108446-6,Lupunga,Zahanati ya Lupunga,Eastern Zone,Pwani,Kibaha,Kibaha DC,Kikongo,Lupunga,Dispensary,Operating,Public - LGA,,,-6.84019,38.69821
103747-2,Lusahunga,Lusahunga,Lake Zone,Kagera,Biharamulo,Biharamulo DC,Lusahunga,Lusahunga,Dispensary,Operating,Public - LGA,,,-2.90015,31.2009
103748-0,Lusaka,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Lusaka,Lusaka,Dispensary,Operating,Public - LGA,,,-8.4895,32.0234
103749-8,Lusala,Lusala,Southern Highlands Zone,Njombe,Ludewa,Ludewa DC,Lupanga,Lupanga,Dispensary,Operating,Public - LGA,,,-9.69082,34.43046
103750-6,Lusane,Lusane,Northern Zone,Tanga,Kilindi,Kilindi DC,Tunguli,Lusane,Dispensary,Operating,Public - LGA,,,-5.921174,37.36281
103751-4,Lusanga,Lusanga,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Diongoya,Lusanga,Dispensary,Operating,Public - LGA,,,-6.11857,37.640686
103752-2,Lusanje,Lusanje,Southern Highlands Zone,Mbeya,Rungwe,Busokelo DC,Mpombo,Lusanje,Dispensary,Operating,Public - LGA,,,-9.19225,33.78351
110681-4,Lusasi,Lusasi,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Makumbusho,Minazini,Clinic - Dental Clinic,Operating,Private - For Profit,,,-6.788513,39.253003
103753-0,Luse,Luse,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Mnamba,Luse,Dispensary,Operating,Public - LGA,,,-8.78388,31.6892
103754-8,Lusewa,Lusewa,Southern Zone,Ruvuma,Namtumbo,Namtumbo DC,Lusewa,Lusewa,Health Center,Operating,Public - LGA,,,-11.12806,36.16694
103755-5,Lushamba,Lushamba dispensary,Lake Zone,Mwanza,Sengerema,Buchosa DC,Bulyaheke,Lushamba,Dispensary,Operating,Public - LGA,,,-2.28931,32.24272
103756-3,Lushoto,Lushoto District Hospital,Northern Zone,Tanga,Lushoto,Lushoto DC,Lushoto,Kitivo,Hospital - District Hospital,Operating,Public - LGA,,,-4.80565,38.29654
103545-0,Lusilile,,Central Zone,Singida,Manyoni,Manyoni DC,Kintinku,Not set,Dispensary,Operating,Private - Faith based organization (FBO),,,-5.89612,35.21562
111749-8,Lusinga,,Southern Highlands Zone,Iringa,Kilolo,Kilolo DC,Dabaga,Lusinga,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-8.04334,35.86849
103757-1,Lusisi,Zahanati ya Lusisi,Southern Highlands Zone,Njombe,Wanging'ombe,Wanging'ombe DC,Igima,Lusisi,Dispensary,Operating,Public - LGA,,,-9.138312,34.774271
109434-1,Lusitu,Lusitu dispensary,Southern Highlands Zone,Njombe,Njombe,Njombe TC,Luponde,Lusitu,Dispensary,Operating,Public - LGA,,,-9.579987,34.74045
103758-9,Lusonga,Lusonga,Southern Zone,Ruvuma,Songea,Songea DC,Magagura,Lusonga,Dispensary,Operating,Public - LGA,,,-10.82128,35.227928
103759-7,Lusu,MWALUZWILO,Western Zone,Tabora,Nzega,Nzega DC,Lusu,Mwaluzwilo,Dispensary,Operating,Public - LGA,,,-4.02302,33.2178
110879-4,Lusungi,Lusungi,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Langali,Lusungi,Dispensary,Operating,Public - LGA,,,-7.08212,37.55425
109912-6,Lusungo,Lusungo,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Nanyala,Lusungo,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-8.976531,33.212361
103762-1,Luswisi,Luswisi Disp,Southern Highlands Zone,Songwe,Ileje,Ileje DC,Luswisi,Luswisi,Dispensary,Operating,Public - LGA,,,-9.344322,33.52254
103763-9,Lutale,Lutale,Lake Zone,Mwanza,Magu,Magu DC,Lutale,Itandula,Dispensary,Operating,Public - LGA,,,-2.41223,33.08978
103765-4,Luteba,Luteba,Southern Highlands Zone,Mbeya,Rungwe,Busokelo DC,Luteba,Luteba,Dispensary,Operating,Public - LGA,,,-9.12684,33.81125
103766-2,Lutende,Lutende,Western Zone,Tabora,Uyui,Uyui DC,Lutende,Lutende,Dispensary,Operating,Public,,,-4.86296,33.48309
103767-0,Lutete,Lutete,Southern Highlands Zone,Mbeya,Rungwe,Rungwe DC,Kisondela,Lutete,Dispensary,Operating,Public - LGA,,,-9.402074,33.638697
107424-4,Lutheran,K.K.K.T dispensary,Western Zone,Shinyanga,Shinyanga,Shinyanga MC,Shinyanga Mjini,Miti Mirefu,Dispensary,Operating,Private - Faith based organization (FBO),,,-3.67001,33.42764
103771-2,Lutheran Junior Seminary,,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Kingolwira,Zahanati,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.79648,37.72537
103772-0,Lutindi,,Northern Zone,Tanga,Korogwe,Korogwe DC,Lutindi,Lutindi,Dispensary,Operating,Private - Faith based organization (FBO),,,-5.07557,38.36795
109737-7,Lutindi,Lutindi,Northern Zone,Tanga,Korogwe,Korogwe TC,Manundu,Mbeza,Clinic,Operating,Private - Faith based organization (FBO),,,-5.15196,38.44768
108498-7,Lutindi Mental,,Northern Zone,Tanga,Korogwe,Korogwe DC,Lutindi,Lutindi,Hospital,Operating,Private - Faith based organization (FBO),,,-5.07551,38.36897
103773-8,Lutona,Lutona,Western Zone,Tabora,Uyui,Uyui DC,Loya,Lutona,Dispensary,Operating,Public - LGA,,,-5.18102,33.71983
103774-6,Lutubiga,Lutubiga Disp,Western Zone,Simiyu,Busega,Busega DC,Lutubiga,Lutubiga,Dispensary,Operating,Public - LGA,l,,-2.30924,33.8682
103775-3,Lutukira,Lutukira,Southern Zone,Ruvuma,Songea,Madaba DC,Mkongotema,Lutukira,Dispensary,Operating,Public - LGA,,,-9.93306,35.5356
103776-1,Lutusyo,,Southern Highlands Zone,Mbeya,Kyela,Kyela DC,Muungano,Lutusyo,Dispensary,Operating,Public - LGA,,12-03-0121,-9.460125,33.844238
103777-9,Luvuyo,Luvuyo,Southern Highlands Zone,Njombe,Ludewa,Ludewa DC,Madope,Not set,Dispensary,Operating,Public - LGA,,,-9.64058,34.58299
103778-7,Luwa,Luwa Dispensary,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Ntendo,Luwa,Dispensary,Operating,Public - LGA,,,-7.85961,31.5284
111249-9,Luwaita,,Southern Zone,Ruvuma,Mbinga,Mbinga TC,Luwaita,Luwaita,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-10.983055,34.945434
103779-5,Luwango,Luwango Dispensary,Southern Highlands Zone,Mbeya,Mbarali,Mbarali DC,Ipwani,Luwango,Dispensary,Operating,Public - LGA,,,-8.356,34.404
103780-3,Luwumbu,,Southern Highlands Zone,Njombe,Makete,Makete DC,Luwumbu,Luwumbu,Dispensary,Operating,Public - LGA,,,-9.380198,34.11031
103618-5,Luxmanda,LUXMANDA,Northern Zone,Manyara,Babati,Babati DC,Ufana,Luxmanda,Dispensary,Operating,Private - NGOs,718,21-01-0132,-4.25657,35.31042
103781-1,Lwamgasa,Lwamgasa,Lake Zone,Geita,Geita,Geita DC,Lwamgasa,Lwamgasa,Dispensary,Operating,Public - LGA,,19-06-0137,-3.11418,32.0486
103782-9,Lwande,Lwande,Northern Zone,Tanga,Kilindi,Kilindi DC,Lwande,Lwande,Dispensary,Operating,Public - LGA,,,-5.66856,37.4136
103784-5,Lwangu,Lwangu dispensary,Southern Highlands Zone,Njombe,Njombe,Njombe TC,Kifanya,Lwangu,Dispensary,Operating,Public - LGA,,11-03-0208,-9.505919,35.010988
103785-2,Lwanjilo,Lwanjilo,Southern Highlands Zone,Mbeya,Mbeya,Mbeya DC,Lwanjiro,Ilowelo,Dispensary,Operating,Public - LGA,,,-8.739069,33.568239
103786-0,Lwanzali,Lwanzari,Southern Highlands Zone,Njombe,Njombe,Njombe DC,Idamba,Lwanzali,Dispensary,Operating,Public - LGA,,22-04-0103,-9.38998,35.296702
109910-0,Lwati,,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Halungu,Lwati,Dispensary,Operating,Public - LGA,,,-8.917892,32.875505
103787-8,Lwengera,LWENGERA,Northern Zone,Tanga,Korogwe,Korogwe DC,Kwagunda,Mkokola,Dispensary,Operating,Public - LGA,,,-5.113887,38.54398
103788-6,Lwenzera,Lwezera,Lake Zone,Geita,Geita,Geita DC,Lwezera,Lwezera,Dispensary,Operating,Public - LGA,,19-06-0138,-2.55192,32.19419
103789-4,Lwihomelo,,Central Zone,Dodoma,Mpwapwa,Mpwapwa DC,Wotta,Mwanawotta,Dispensary,Closed,Private - Faith based organization (FBO),,,-6.71695,36.29837
103790-2,Lyabukande,Lyabukande dispensary,Western Zone,Shinyanga,Shinyanga,Shinyanga DC,Lyabukande,Lyabukande,Dispensary,Operating,Public - LGA,,,-3.56672,32.92916
103791-0,Lyabusende,,Western Zone,Kigoma,Uvinza,Uvinza DC,Sunuka,Lyabusende,Dispensary,Operating,Public - LGA,,,-5.486996,29.781877
103796-9,Lyangweni,Lyangweni,Southern Zone,Ruvuma,Songea,Songea DC,Mpitimbi,Lyangweni,Dispensary,Operating,Public - LGA,,,-10.76776,35.49588
103797-7,Lyapona,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Kaengesa,Lyapona,Dispensary,Operating,Public - LGA,,,-8.78388,31.68918
103798-5,Lyasa Image,Lyasa,Southern Highlands Zone,Iringa,Kilolo,Kilolo DC,Image,Lyasa,Dispensary,Operating,Public - LGA,,,-7.53558,36.11045
104756-2,Lyasamfukulembe,Mission,Southern Highlands Zone,Iringa,Iringa,Iringa DC,Ifunda,Mfukulembe,Dispensary,Operating,Private - Faith based organization (FBO) - Catholic,,,-8.22493,35.46977
103800-9,Lyele,Lyele,Southern Highlands Zone,Rukwa,Nkasi,Nkasi DC,Mkwamba,Lyele,Dispensary,Operating,Public - LGA,,,-7.38784,31.2871
103801-7,Lyelembo,,Central Zone,Singida,Mkalama,Mkalama DC,Kinyangiri,Lyelembo,Dispensary,Operating,Public,,,-4.47234,34.59218
103802-5,Lyenje,Lyenje,Southern Zone,Mtwara,Tandahimba,Tandahimba DC,Lyenje,Mwembemmoja,Dispensary,Operating,Public - LGA,,,-10.69313,39.54846
103803-3,Lyoma,,Lake Zone,Mwanza,Kwimba,Kwimba DC,Lyoma,Lyoma,Dispensary,Operating,Public - LGA,,,-3.02273,33.26052
103804-1,Lyulu,Lulyu,Lake Zone,Geita,Nyang'hwale,Nyang'hwale DC,Bukwimba,Lyulu,Dispensary,Operating,Public - LGA,,,-3.3908,32.67814
103805-8,M&M Kiwera,Laiseri,Northern Zone,Arusha,Arusha,Arusha DC,Olorieni,Olosiva,Dispensary,Operating,Private - For Profit,22208,,-3.359121,36.66032
109886-2,Maalon,,Northern Zone,Arusha,Ngorongoro,Ngorongoro DC,Maalon,Losoito,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-2.24603,35.571
109745-0,Mabadaga,Mabadaga Dispensary,Southern Highlands Zone,Mbeya,Mbarali,Mbarali DC,Mapogoro,Madabaga,Dispensary,Operating,Public - LGA,,,-8.801239,34.221412
103814-0,Mabama,Mabama,Western Zone,Tabora,Uyui,Uyui DC,Mabama,Mabama,Dispensary,Operating,Public,,,-5.12233,32.5251
103815-7,Mabamba,Mabamba Rural Health Centre,Western Zone,Kigoma,Kibondo,Kibondo DC,Mabamba,Mabamba,Health Center,Operating,Public - LGA,,,-3.59765,30.49895
